,budget,original_language,release_date,revenue,runtime,title,Genre,Year,Ratings,Rated,general_rating,real_budget,real_revenue,real_profit
97,60000000.0,en,2001-05-18,484409218.0,90.0,Shrek,"Animation, Adventure, Comedy, Family, Fantasy",2001,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",PG,7.933333333333334,87683003.95256916,707907589.609249,620224585.6566799
98,41677699.0,ja,2008-07-19,202404009.0,100.0,Ponyo,"Animation, Adventure, Comedy, Family, Fantasy",2008,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",G,8.0,50099845.129371166,243305406.67477462,193205561.54540345
99,135000000.0,en,2018-12-15,467989645.0,114.0,Bumblebee,"Action, Adventure, Sci-Fi",2018,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",PG-13,6.7,139141820.02094725,482347636.7130147,343205816.6920675
100,250000000.0,en,2016-03-23,873634919.0,152.0,Batman v Superman: Dawn of Justice,"Action, Adventure, Sci-Fi",2016,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",PG-13,5.566666666666666,269586928.7145791,942082218.5240805,672495289.8095014
101,5000000.0,en,2018-03-23,22525668.0,108.0,"Paul, Apostle of Christ","Adventure, Biography, Drama, History",2018,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",PG-13,6.4,5153400.741516565,23216758.834871188,18063358.093354624
102,4000000.0,en,2015-02-11,571006128.0,125.0,Fifty Shades of Grey,"Drama, Romance, Thriller",2015,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",R,4.866666666666666,4367804.841002965,623510832.5301898,619143027.6891868
108,20000000.0,en,2016-02-18,46069568.0,107.0,Risen,"Action, Drama, History, Mystery",2016,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",PG-13,5.8,21566954.297166333,49679013.37730982,28112059.08014349
109,51000000.0,en,2018-08-17,35808437.0,97.0,Alpha,"Action, Adventure, Drama",2018,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",PG-13,6.466666666666667,52564687.563468955,36907045.157669835,-15657642.40579912
111,40000000.0,en,2017-02-08,171539887.0,122.0,John Wick: Chapter 2,"Action, Crime, Thriller",2017,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",R,7.4,42234171.01827676,181121123.10034674,138886952.08207
112,58000000.0,en,2016-02-09,783100000.0,108.0,Deadpool,"Action, Adventure, Comedy, Sci-Fi",2016,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",R,7.366666666666666,62544167.46178236,844454095.5055476,781909928.0437653
114,50000000.0,en,2018-11-21,214215889.0,130.0,Creed II,"Drama, Sport",2018,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",PG-13,6.866666666666667,51534007.41516564,220788064.243446,169254056.82828036
