,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,imdb_id,budget,0,Metascore,imdbRating,imdbVotes,BoxOffice
1121,FALSE,/8p308NEIzAqTWHEdcuSFrA9RDHy.jpg,"[14, 16]",595503,en,Super Monsters Furever Friends,"On the first night of spring, the Super Monsters gather for food, fun and games in the park -- and get to meet their adorable new pets!",30.921,/7Mar7KWdm4muSueufwDm7T4kctJ.jpg,4/16/2019,Super Monsters Furever Friends,FALSE,5.6,7,tt10087988,0,0,69,6.4,"4,138","$150,191 "
1122,FALSE,/eqtr8gDHjouOcW1mXZwPuP9uQy1.jpg,"[35, 14]",11852,en,The Hot Chick,"Not only is Jessica Spencer the most popular girl in school -- she is also the meanest. But things change for the attractive teen when a freak accident involving a cursed pair of earrings and a chance encounter at a gas station causes her to switch bodies with Clive, a sleazy crook. Jessica, in the form of the repulsive Clive, struggles to adjust to this radical alteration and sets out to get her own body back before the upcoming prom.",46.634,/p2YrGRvSef7tKZCgfiwqPKSNFB7.jpg,12/13/2002,The Hot Chick,FALSE,6.3,1339,tt0302640,35081550,0,61,7.7,"228,068","$47,212,904 "
1123,FALSE,/yMgSsac9wECorJHt7VsZ4CdOa8n.jpg,"[16, 27, 28, 14]",36202,ja,Strait Jacket,"It is the world where magic and science coexist. Rayotte Steinberg, a lone wolf ""tactical sorcerist"", fights against monsters. They used to be human beings, but they had overused forbidden power, ""magic"", to turn into monsters. What he wears is ""mold"", the straight jacket that keeps him being a human. What he holds on his hand is ""staff"", a magical wand that explodes everything. If he casts magic, he moves one step to be a monster. If he doesn't, he will be killed. Among the harsh battles, he will face a sin he had committed in the past.",31.012,/v9fwuWCZuwotmUkaSfP93aUgr1C.jpg,11/26/2007,Strait Jacket,FALSE,7.1,36,tt1177191,0,0,85,7.1,"108,450","$2,201,923 "
1124,FALSE,/pBbwUKjxOfIsAChBzKsC3a6Zdfm.jpg,"[18, 14, 10751]",521034,en,The Secret Garden,"Mary Lennox is born in India to wealthy British parents who never wanted her. When her parents suddenly die, she is sent back to England to live with her uncle. She meets her sickly cousin, and the two children find a wondrous secret garden lost in the grounds of Misselthwaite Manor.",25.25,/5MSDwUcqnGodFTvtlLiLKK0XKS.jpg,7/8/2020,The Secret Garden,FALSE,6.6,348,tt2702920,889816,0,58,7.4,"314,664","$134,069,511 "
1125,FALSE,/1btUYcOIfh5JrKPhLh2HlbzsgCa.jpg,"[12, 14, 28]",497727,ru,За гранью реальности,Contemporary Moscow. A talented gambler gathers a team of people with supernatural powers to win big at a casino. But they find a much stronger mystical rival.,27.186,/kwMJqbY9jzFOf3g7UgAquMRt8kF.jpg,3/1/2018,Beyond the Edge,FALSE,5.6,109,tt5629524,2244848,0,47,5.1,"56,778","$93,385,515 "
1126,FALSE,/x73AAxWEF0gLbecippq7ONHw2ag.jpg,[12],385736,en,Kicks,"When his hard-earned kicks get snatched by a local hood, fifteen-year old Brandon and his two best friends go on an ill-advised mission across the Bay Area to retrieve the stolen sneakers.",28.31,/9t5tzow6DKGdG0VtzMPzGNuDkNq.jpg,9/9/2016,Kicks,FALSE,6.6,96,tt4254584,0,0,53,5.9,"133,908","$35,266,619 "
1127,FALSE,/dJrYUXjgYAD95Ho67t7Utdqv8At.jpg,"[28, 12, 53, 10752]",1368,en,First Blood,"When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, the Vietnam vet snaps, runs for the hills and rat-a-tat-tats his way into the action-movie hall of fame. Hounded by a relentless sheriff, Rambo employs heavy-handed guerilla tactics to shake the cops off his tail.",30.369,/fVamGe8rfEQUrMbzumL1t0DslCA.jpg,10/22/1982,First Blood,FALSE,7.4,4216,tt0083944,125212904,15000000,43,4.5,"76,665",N/A
1128,FALSE,/xENJCaWyezrEn3IvFCGuPHAuwUV.jpg,"[27, 18, 878]",1255,ko,괴물,"Following the dumping of gallons of toxic waste in the river, a giant mutated squid-like appears and begins attacking the populace. Gang-du's daughter Hyun-seo is snatched up by the creature; with his family to assist him, he sets off to find her.",28.52,/dEDLY3KeghKFzks5nTDWdigVikr.jpg,7/27/2006,The Host,FALSE,7,1812,tt0468492,88489643,11000000,44,6.3,"91,769","$23,591,432 "
1129,FALSE,/s70F5pvJL1cB8ih2ac5UOeENhiw.jpg,"[16, 10751]",23566,en,Barbie and the Three Musketeers,"Join Barbie™ as Corinne™, a young country girl headed to Paris to pursue her big dream – to become a female musketeer! Never could she imagine she would meet three other girls who secretly share the same dream! Using their special talents, the girls work together as a team to foil a plot and save the prince. It's all for one and one for all!",36.421,/zR0ts7zL2P1kQIQXYlnS4KCqqmu.jpg,9/15/2009,Barbie and the Three Musketeers,FALSE,7.1,441,tt1484922,0,0,52,7.7,"436,874","$63,820,180 "
1130,FALSE,/qDVdTL1KqGmGLGsy7UPA3vksku7.jpg,"[28, 12, 53]",9802,en,The Rock,"FBI chemical warfare expert Stanley Goodspeed is sent on an urgent mission with a former British spy, John Patrick Mason, to stop Gen. Francis X. Hummel from launching chemical weapons on Alcatraz Island into San Francisco. Gen. Hummel demands $100 million in war reparations to be paid to the families of slain servicemen who died on covert operations. After their SEAL team is wiped out, Stanley and John deal with the soldiers on their own.",48.222,/j5mxLNWjUlXUUk8weFBtnF4afIR.jpg,6/7/1996,The Rock,FALSE,7.1,3202,tt0117500,335062621,75000000,45,5.3,"29,642","$36,276,286 "
1131,FALSE,/jl910095MqJiBbWZG3wu5GeF6mF.jpg,"[878, 28, 27]",460458,en,Resident Evil: Welcome to Raccoon City,"A reboot of the ""Resident Evil"" franchise. Set in 1998, the intention is to re-create the 'terrifying visceral experience' of the first two games in the series, exploring 'the secrets hidden in the walls of the Spenser Mansion and Raccoon City' while also 'telling a grounded human story about a small dying American town.'",43.279,/5Cn4wNaXLF4GBQ4ntzvyRtuZ4RG.jpg,9/3/2021,Resident Evil: Welcome to Raccoon City,FALSE,0,0,tt6920084,0,0,13,3.8,"2,300",N/A
1132,FALSE,/bFSqeI42Zu95dqPcClBaOcRkahv.jpg,"[35, 10751]",10992,en,Cats & Dogs,"When a professor develops a vaccine that eliminates human allergies to dogs, he unwittingly upsets the fragile balance of power between cats and dogs and touches off an epic battle for pet supremacy. The fur flies as the feline faction, led by Mr. Tinkles, squares off against wide-eyed puppy Lou and his canine cohorts.",38.164,/77dmCJelVTBPBwbTppiisQx0e82.jpg,7/4/2001,Cats & Dogs,FALSE,5.3,1156,tt0239395,93375151,60000000,44,5.9,"34,029","$30,971,040 "
1133,FALSE,/tui9Z2QEoZSIPZMfpvPcNP9HIoA.jpg,"[28, 14]",323660,en,Avengers Grimm,"When Rumpelstiltskin destroys the Magic Mirror and escapes to the modern world, the four princesses of ""Once Upon a Time""-Cinderella, Sleeping Beauty, Snow White, and Rapunzel-are sucked through the portal too. Well-trained and endowed with magical powers, the four women must fight Rumpelstiltskin and his army of thralls before he enslaves everyone on Earth.",33.35,/1SbBKCbnULACOqWKN7eLfTu1gVm.jpg,3/17/2015,Avengers Grimm,FALSE,4.2,81,tt4296026,0,0,62,8.2,"1,036,181","$70,511,035 "
1134,FALSE,/8DkbabWAQkZpwn923e4DpjZmOuo.jpg,"[18, 27]",133805,en,Carrie,"A reimagining of the classic horror tale about Carrie White, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom.",32.515,/kloXz9qwO23z9Kbt3z3MgnjF4xO.jpg,10/16/2013,Carrie,FALSE,6,3501,tt1939659,82394288,30000000,84,7.1,"325,767","$4,563,650 "
1135,FALSE,/xnJ7GdmxFPqHqVrn7AOLkqRSIXl.jpg,"[28, 12, 80, 9648, 53]",34813,en,The Losers,"A tale of double cross and revenge, centered upon the members of an elite U.S. Special Forces unit sent into the Bolivian jungle on a search and destroy mission. The team-Clay, Jensen, Roque, Pooch and Cougar -find themselves the target of a lethal betrayal instigated from inside by a powerful enemy known only as Max. Presumed dead, the group makes plans to even the score when they're joined by the mysterious Aisha, a beautiful operative with her own agenda. Working together, they must remain deep undercover while tracking the heavily-guarded Max, a ruthless man bent on embroiling the world in a new high-tech global war.",25.662,/pE4XSgQlj3DFUmUxHx97KqV02PX.jpg,4/23/2010,The Losers,FALSE,6.2,1212,tt0480255,23580000,25000000,48,6.6,"200,860","$226,164,286 "
1136,FALSE,/wgvc3PmjQGtYYDWaeuV867mnFDs.jpg,"[12, 14, 28, 53, 878]",18,en,The Fifth Element,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.",32.21,/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg,5/2/1997,The Fifth Element,FALSE,7.5,8072,tt0119116,263920180,90000000,48,7.5,"422,876","$186,848,418 "
1137,FALSE,/gkkBhctHPGg8hrmtWbO3ySZoj4z.jpg,"[36, 18, 53]",453201,en,The 15:17 to Paris,"In August 2015, an ISIS terrorist boarded train #9364 from Brussels to Paris. Armed with an AK-47 and enough ammo to kill more than 500 people, the terrorist might have succeeded except for three American friends who refused to give in to fear. One was a college student, one was a martial arts enthusiast and airman first class in the U.S. Air Force, and the other was a member of the Oregon National Guard, and all three pals proved fearless as they charged and ultimately overpowered the gunman after he emerged from a bathroom armed and ready to kill.",27.922,/qxJQ0VBCuJkJhJmuWzxI408ngwd.jpg,2/2/2018,The 15:17 to Paris,FALSE,5.4,1232,tt6802308,57076286,30000000,67,6.2,"94,177","$29,258,869 "
1138,FALSE,/siRoJI12l4SbWye3wpIotM8OslV.jpg,"[18, 53]",293768,en,Kidnap,A mother (in her Minivan) stops at nothing to recover her kidnapped son.,30.418,/aDv28U8Ug0uKniURZQ6gpevRMVU.jpg,6/16/2017,Kidnap,FALSE,6.1,1008,tt1458169,30718107,21000000,38,4.5,"48,849","$50,856,010 "
1139,FALSE,/hIZrdvAfH74H3vxrE3s40kOrS96.jpg,"[28, 53, 14]",752,en,V for Vendetta,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",31.556,/kxekpqZUpO5W65QT12goucFvyx9.jpg,2/23/2006,V for Vendetta,FALSE,7.9,10929,tt0434409,132511035,54000000,76,7.5,"616,718","$424,668,047 "
1140,FALSE,/33dV6HAnXBmwKl640gO3U4auqUN.jpg,"[28, 878, 18]",110415,ko,Snowpiercer,"In a future where a failed global-warming experiment kills off most life on the planet, a class system evolves aboard the Snowpiercer, a train that travels around the globe via a perpetual-motion engine.",30.459,/9JPx09Rr0Txq2eSQfjq1DEBR5cx.jpg,8/1/2013,Snowpiercer,FALSE,6.9,7069,tt1706620,86758912,39200000,60,5.8,"4,698",N/A
1141,FALSE,/je4MyG770NstNjluJpdJGLNsGm2.jpg,"[12, 14, 10749, 18, 10751]",385448,en,The Little Mermaid,A young reporter and his niece discover a beautiful and enchanting creature they believe to be the real little mermaid.,28.419,/7Ax9O1wlFL0Cjl8YLwuXDGthovf.jpg,8/2/2018,The Little Mermaid,FALSE,5,712,tt5493944,0,0,43,5.3,"85,020","$20,497,844 "
1142,FALSE,/cHc5MhZwglNVpphaA1X70XOFl6D.jpg,"[28, 35, 80]",5175,en,Rush Hour 2,"It's vacation time for Carter as he finds himself alongside Lee in Hong Kong wishing for more excitement. While Carter wants to party and meet the ladies, Lee is out to track down a Triad gang lord who may be responsible for killing two men at the American Embassy. Things get complicated as the pair stumble onto a counterfeiting plot. The boys are soon up to their necks in fist fights and life-threatening situations. A trip back to the U.S. may provide the answers about the bombing, the counterfeiting, and the true allegiance of sexy customs agent Isabella.",34.002,/aBQf2vMiCINeVC9v6BGVYKXurTh.jpg,8/3/2001,Rush Hour 2,FALSE,6.6,2741,tt0266915,347325802,90000000,58,6.8,"62,369","$27,569,558 "
1143,FALSE,/lWNASscWXn32Asr9vkB1wq6cKvD.jpg,"[12, 28, 80, 9648]",58574,en,Sherlock Holmes: A Game of Shadows,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",29.805,/y1MYZkwhZK6L0Jy4YMuPktzDOfn.jpg,11/22/2011,Sherlock Holmes: A Game of Shadows,FALSE,7.1,8128,tt1515091,334615000,125000000,48,6.2,"282,042","$106,580,051 "
1144,FALSE,/s9Bn7Mx4U9cWOR1WdFZjU1DTAkh.jpg,"[10751, 14, 878, 12, 35]",6795,en,Zathura: A Space Adventure,"After their father is called into work, two young boys, Walter and Danny, are left in the care of their teenage sister, Lisa, and told they must stay inside. Walter and Danny, who anticipate a boring day, are shocked when they begin playing Zathura, a space-themed board game, which they realize has mystical powers when their house is shot into space. With the help of an astronaut, the boys attempt to return home.",28.851,/g0HLEZfqJp5dRxMzkgZwW9puP7N.jpg,11/6/2005,Zathura: A Space Adventure,FALSE,6.3,2331,tt0406375,65079104,65000000,39,6.2,"1,364","$913,935 "
1145,FALSE,/4vYjo8UJReZ2pFsW56t4AGfsqBp.jpg,[27],242512,en,Ouija,A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,30.526,/gwjHlGjK2xXKpjd65BWyAMwzTWC.jpg,10/24/2014,Ouija,FALSE,5.1,2146,tt1204977,103590271,5000000,63,8.2,"1,137,284","$128,012,934 "
1146,FALSE,/llJ9MACqlbqPieWCtPJnWIYrz6i.jpg,"[28, 12, 18]",340442,en,Pilgrimage,In 13th century Ireland a group of monks must escort a sacred relic across an Irish landscape fraught with peril.,38.408,/lR5ilnIzIonItxL5mQPAPzXpwPJ.jpg,4/23/2017,Pilgrimage,FALSE,5.9,192,tt3531202,0,0,47,6.2,"108,258","$113,746,621 "
1147,FALSE,/chjkfyo57JexWo1YeIZRMk8wA4m.jpg,"[28, 18]",53182,en,300: Rise of an Empire,"Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war. Themistokles faces the massive invading Persian forces led by mortal-turned-god, Xerxes and Artemesia, the vengeful commander of the Persian navy.",40.595,/7lqsbSbSJVU5jYVso1j3lvC9Ehu.jpg,3/5/2014,300: Rise of an Empire,FALSE,6.1,5013,tt1253863,337580051,110000000,28,5.3,"17,615",N/A
1148,FALSE,/7Gzsn4yiwMSXvYcbWXsoDhq8QO2.jpg,"[10749, 18]",632322,en,All My Life,A couple's wedding plans are thrown off course when the groom is diagnosed with liver cancer.,29.958,/xoKZ4ZkVApcTaTYlGoZ3J8xcIzG.jpg,10/23/2020,All My Life,FALSE,7.8,169,tt8305852,0,0,47,6.7,"246,614","$77,222,099 "
1149,FALSE,/ku93ISxv4Ecm0itOozt2fTYuo4v.jpg,"[35, 10770]",532327,en,How High 2,"When two jobless friends discover a hidden weed bible and the ultimate bud, they think that they’ve got it made…with 'seed' money to start a new snack delivery app. But, when nearly all of their stash and weed bible are stolen, the two potpreneurs set off on an outrageous, mind-bending adventure through Atlanta to find them. Stoned with supernatural powers, they search 'high' and low, stopping at nothing to recover their ticket to starting a legit business.",30.489,/mvqY71MAVMgUHILMVCdp64ymxLw.jpg,4/16/2019,How High 2,FALSE,6.6,61,tt8861802,0,0,74,7.5,"355,750","$92,186,262 "
1150,FALSE,/8xt8AMb1OKC63AdhNSaYBWxB4Iq.jpg,"[18, 53, 9648]",11324,en,Shutter Island,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",31.537,/kve20tXwUZpu4GUX8l6X7Z4jmL6.jpg,2/14/2010,Shutter Island,FALSE,8.2,17520,tt1130884,294800000,80000000,28,4.8,"3,401","$4,842,699 "
1151,FALSE,/pCeMkPCJBMKXxdw4rRL9v3ns5hr.jpg,"[28, 12, 16, 27]",31967,en,Dante's Inferno: An Animated Epic,"Dante journeys through the nine circles of Hell -- limbo, lust, gluttony, greed, anger, heresy, violence, fraud and treachery -- in search of his true love, Beatrice. An animated version of the video game of the same name.",28.761,/3HEKlPhoji9i6mJAImI1A98KNzv.jpg,2/9/2010,Dante's Inferno: An Animated Epic,FALSE,6.9,323,tt1401113,0,0,63,6.7,"32,546","$61,067 "
1152,FALSE,/rBAt0TQnZrtgjcGLAjywCo8E9Oe.jpg,"[28, 18, 10752]",390054,en,Sand Castle,"Set during the occupation of Iraq, a squad of U.S. soldiers try to protect a small village.",24.392,/c9buG2jVRgAu68E4D4jpwlgqhO1.jpg,4/21/2017,Sand Castle,FALSE,6.5,535,tt2582576,0,0,54,7,"488,667","$89,107,235 "
1153,FALSE,/jt2hDGnAfQiYJLhwCCkuMEKzsn2.jpg,"[9648, 53]",635048,es,Perseguida,"After witnessing the murder of a little girl's parents, a young woman becomes the child's protector and is forced to flee from the killers while trying to discover their motive.",23.277,/30P6D0z5ckguvAdKBnmadfGffR.jpg,9/10/2020,Persecuted,FALSE,6.5,2,tt9362276,0,0,42,7,"19,295","$34,522,221 "
1154,FALSE,/1HPXFPe4SzeQKHSoU49FXwdFQXi.jpg,"[80, 18, 53]",23168,en,The Town,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",33.967,/3NIzyXkfylsjflRKSz8Fts3lXzm.jpg,9/15/2010,The Town,FALSE,7.2,3438,tt0840361,154026136,37000000,58,6.2,"29,088","$12,764,657 "
1155,FALSE,/6s9e4R8AbCdVIX1lPtcwk0bMZH5.jpg,"[10749, 35, 18]",438551,ja,ピーチガール,"It's not easy being beautiful. The envy, the jealousy, the vicious rumors spread by your best friend. That's life for young Momo. While everyone thinks that Momo is a wild party girl, the reality is that she is shy and lonely. Can Momo confess her love to her classmate, Toji, or will her best friend Sae steal him away. It's a bittersweet drama of growing up and fitting in that will charm readers everywhere.",27.526,/19RGkRkOFitx5dYG4cofKJLGhzs.jpg,5/20/2017,Peach Girl,FALSE,5.9,22,tt5593416,0,0,35,5.6,"10,912","$44,852 "
1156,FALSE,/yvFtIWMvRS8PUbJOGpkSZk07CB3.jpg,"[28, 878, 12, 9648]",75612,en,Oblivion,"Jack Harper is one of the last few drone repairmen stationed on Earth.  Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete.  His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft.  Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",25.357,/2ncs7hqBsEjFMqt6Y7ShBCO9tWs.jpg,4/10/2013,Oblivion,FALSE,6.6,8498,tt1483013,286168572,120000000,79,5.8,"5,805","$101,947 "
1157,FALSE,/mPz3GfGSLlZmgZYmAvSG28bhn9k.jpg,[18],72213,en,Courageous,"As law enforcement officers, Adam Mitchell, Nathan Hayes, and their partners are confident and focused. They willingly stand up to the worst the streets have to offer. Yet at the end of the day, they face a challenge that none of them are truly prepared to tackle: fatherhood. They know that God desires to turn the hearts of fathers to their children, but their children are beginning to drift further and further away from them. When tragedy hits home, these men are left wrestling with their hopes, their fears, their faith, and their fathering. Can a new found urgency help these dads draw closer to God ... and to their children? COURAGEOUS is the fourth release of Sherwood Pictures, the movie making ministry of Sherwood Church in Albany, Georgia.",30.106,/CkwRzUmxvMZvkzzGE45nqLGTm8.jpg,9/30/2011,Courageous,FALSE,7.4,216,tt1630036,34522221,1000000,30,5.8,"168,796","$66,465,204 "
1158,FALSE,/oRqKtgOXMXCEdA2zSpD9GoVyUq8.jpg,[35],613377,fr,30 jours max,"Rayane is a scared and clumsy young cop who is constantly mocked by other cops. The day his doctor wrongly tells him that he has only thirty days to live, he understands that this is his last chance to become a hero within his police station and impress his colleague Stéphanie. The eternal fearful man then turns into a real hothead who will take all the risks to catch a big drug lord...",28.661,/okepE7ytt7bWyFdD77Et273sAtt.jpg,10/14/2020,30 Days Max,FALSE,5.8,60,tt11206302,0,0,66,6.1,"177,235","$97,685,686 "
1159,FALSE,/i1hKSnXnzvBRLwZD8xayiYqxHHl.jpg,"[35, 16, 18, 10749]",214553,ja,小鳥遊六花・改 ～劇場版 中二病でも恋がしたい!～,"Summary of the first season of the show, as seen from Rikka's perspective with new elements.",26.228,/7GXDfLX2FRgPwn9L7CCFcWVe6YP.jpg,9/14/2013,"Love, Chunibyo & Other Delusions! Rikka Version",FALSE,6.7,21,tt3203996,0,0,58,6.6,"118,478","$55,683,845 "
1160,FALSE,/hxBroLYYRiuDlTPp7JlcwfzXXZe.jpg,"[28, 12, 18, 53]",15070,en,Undisputed,"Monroe Hutchens is the heavyweight champion of Sweetwater, a maximum security prison. He was convicted to a life sentence due to a passionate crime. Iceman Chambers is the heavyweight champion, who lost his title due to a rape conviction to ten years in Sweetwater. WHen these two giants collide in the same prison, they fight against each other disputing who is the real champion.",31.341,/xgnCABtbMDaDqn9bt3ZFJTnpA3e.jpg,7/17/2002,Undisputed,FALSE,6.5,431,tt0281322,14946150,20000000,55,7,"103,513","$34,393,507 "
1161,FALSE,/bAM1hVZEQRo1ZujryQ47bOtxEe8.jpg,"[53, 16, 28, 80]",242643,en,Batman: Assault on Arkham,Batman works desperately to find a bomb planted by the Joker while Amanda Waller sends her newly-formed Suicide Squad to break into Arkham Asylum and recover vital information stolen by the Riddler.,31.191,/mmQZekxr9gJ7c0Grkx6xgKvrpDy.jpg,8/12/2014,Batman: Assault on Arkham,FALSE,7.3,753,tt3139086,4571025,0,43,5.6,"36,212","$77,339,130 "
1162,FALSE,/q5CQZRXM5PBMNga9G1cErB6gOs8.jpg,"[36, 18, 10770]",332356,en,Killing Jesus,Jesus of Nazareth’s life and ministry were subject to seismic social and political events that led to his execution and changed the world forever.,25.648,/ieqd3BJGlBagY0nJvjShQAJG0my.jpg,4/5/2015,Killing Jesus,FALSE,5.9,52,tt3609402,0,0,66,7.2,"128,051","$12,786,053 "
1163,FALSE,/8T6LF94Rv71gAM00Y0m5L2ikZEx.jpg,"[12, 18, 53]",428446,en,Walking Out,"A city teen travels to Montana to go hunting with his estranged father, only for the strained trip to become a battle for survival when they encounter a grizzly bear.",25.839,/wK3l4ZfcRXFph6uop7yr7scM2SP.jpg,1/21/2017,Walking Out,FALSE,5.7,102,tt5420886,0,0,75,7.4,"174,282","$56,468,410 "
1164,FALSE,/pUgcKgy5MMPcKcfrYUCFrpcCLUr.jpg,"[14, 28, 53, 878]",8698,en,The League of Extraordinary Gentlemen,"To prevent a world war from breaking out, famous characters from Victorian literature band together to do battle against a cunning villain.",31.976,/kdAuVFP63XXxnb983ry2pLCKd9S.jpg,7/11/2003,The League of Extraordinary Gentlemen,FALSE,5.9,2946,tt0311429,179265204,78000000,41,6.5,"258,697","$98,925,640 "
1165,FALSE,/nM1kHUIalqE2cr3el1A06yKUlha.jpg,"[12, 16, 35, 14]",223702,en,Sausage Party,Frank leads a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.,32.233,/6jjOY2Vgii2wbUOYNWkMLLqnpZB.jpg,7/11/2016,Sausage Party,FALSE,5.7,5604,tt1700841,140705322,19000000,57,6.5,"6,713","$14,394,097 "
1166,FALSE,/eGx5OfOdvM0gkHdmkLe3hcJuEIT.jpg,"[27, 9648, 35]",440021,en,Happy Death Day,"Caught in a bizarre and terrifying time warp, college student Tree finds herself repeatedly reliving the day of her murder, ultimately realizing that she must identify the killer and the reason for her death before her chances of survival run out.",25.635,/cTaEIUYTt52ooq9quVbAQ7NpGwo.jpg,10/12/2017,Happy Death Day,FALSE,6.6,4688,tt5308322,122637878,4800000,69,6.8,"16,764","$29,790,236 "
1167,FALSE,/lIgl1Y9DhTcvnqoFSsVtG7CgOij.jpg,[35],454293,en,Night School,"Teddy Walker is a successful salesman whose life takes an unexpected turn when he accidentally blows up his place of employment. Forced to attend night school to get his GED, Teddy soon finds himself dealing with a group of misfit students, his former high school nemesis and a feisty teacher who doesn't think he's too bright.",32.291,/uQVIQDc3foTPodZw0ie1Or0CXBn.jpg,9/27/2018,Night School,FALSE,6.2,1267,tt6781982,33157615,29000000,38,6.8,"79,128","$27,288,872 "
1168,FALSE,/5WparwIlAtSZW0tcWbK2NHEZJC6.jpg,"[18, 36]",310307,en,The Founder,"The true story of how Ray Kroc, a salesman from Illinois, met Mac and Dick McDonald, who were running a burger operation in 1950s Southern California. Kroc was impressed by the brothers’ speedy system of making the food and saw franchise potential. He maneuvered himself into a position to be able to pull the company from the brothers and create a billion-dollar empire.",30.032,/xeOtdI9895jGHI0CeKsE5R7qiws.jpg,9/13/2016,The Founder,FALSE,7.1,3425,tt4276820,24121245,25000000,75,7.3,"132,126","$175,750,384 "
1169,FALSE,/gt2bAEykImRbsDLxjr5yts62aoq.jpg,"[16, 28, 878, 18, 14]",39323,ja,ドラゴンボールZ たったひとりの最終決戦〜フリーザに挑んだZ戦士 孫悟空の父〜,"Bardock, Son Goku's father, is a low-ranking Saiyan soldier who was given the power to see into the future by the last remaining alien on a planet he just destroyed. He witnesses the destruction of his race and must now do his best to stop Frieza's impending massacre.",25.267,/yCjp8HJ4XANcB0FxoOztq9cF1pS.jpg,10/17/1990,Dragon Ball Z: Bardock - The Father of Goku,FALSE,7.5,390,tt0142245,0,0,30,3.2,"29,195","$30,569,484 "
1170,FALSE,/2ZusF7y230mM1NRlg9Ktgrak9Dg.jpg,"[28, 53]",117263,en,Olympus Has Fallen,"When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster.",29.719,/gKnx04MxnKcf5uOdhHhAAkqcCg.jpg,3/20/2013,Olympus Has Fallen,FALSE,6.3,5182,tt2302755,161025640,70000000,36,5.9,"140,575","$63,300,095 "
1171,FALSE,/kMvnBCfMff6VQjQCVwwX7LPHtMb.jpg,"[53, 10770]",609338,en,Radio Silence,"Relationship Therapist, Dr. Jill Peterman, had the highest-rated call-in radio show when her world was pulled out from under her following the on-air suicide of a female caller named Alexis. Shaken to her core, Dr. Jill walked away from her show vowing she would never go back. That is until Stuart, the station's General Manager, pleads with her to reboot the show in an effort to bring followers back to the station. Still haunted by what happened, Jill agrees to help her friend out and believes this will be the perfect remedy to put her year-long anxiety to rest. As Jill starts to settle back into her show, mysterious call-ins start happening forcing her to believe there could be a copy-cat out there. What Jill begins to uncover is a web of secrets and lies stemming from the mysterious voice she has come to know as Alexis.",25.631,/3wWj5J26fC44sACSterum5kwsCX.jpg,4/12/2019,Radio Silence,FALSE,5.5,52,tt8712474,0,0,58,6.6,"407,327","$168,368,427 "
1172,FALSE,/jqnbac3oind5VOcAN0mTXyapOGh.jpg,"[10751, 28, 16, 35, 14]",324849,en,The Lego Batman Movie,"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",29.854,/snGwr2gag4Fcgx2OGmH9otl6ofW.jpg,2/8/2017,The Lego Batman Movie,FALSE,7.2,3674,tt4116284,311950384,80000000,57,7.1,"49,993","$2,679,437 "
